Parcel Unit,Parcel Number,Landlord License Year,Parcel Address,Latitude,Longitude,Location,Parcel City,Location (state),Location (zip),Zip Code Boundaries,2010 Census Tracts,Commission Districts,Gainesville Police Districts,Florida Census Zip Codes
06065-001-001-1,06065-001-001,2016,04626 NW 34TH  ST,,,POINT (-82.37215900000001 29.697314999999996),GAINESVILLE,FL,32605,5,17,2,7,770
10600-038-000-1,10600-038-000,2019,01014 NE 10TH  PL,29.661478,-82.312967,POINT (-82.312967 29.661478),GAINESVILLE,FL,32601,1,13,4,2,772
07916-041-027-1,07916-041-027,2016,02198 NW 42ND  AVE,29.692202,-82.353921,POINT (-82.353921 29.692202),GAINESVILLE,FL,32605,5,18,2,7,770
07891-010-002-1,07891-010-002,2016,02177 NW 52ND  PL,29.702738,-82.353105,POINT (-82.353105 29.702738000000004),GAINESVILLE,FL,32605,5,18,2,7,770
10782-001-000-1,10782-001-000,2016,00811 NE 20TH  ST,29.659583,-82.299049,POINT (-82.299049 29.659583000000005),GAINESVILLE,FL,32641,9,14,1,2,1082
14447-000-000-6,14447-000-000,2016,00503 NW 6TH  PL,29.657116,-82.329897,POINT (-82.329897 29.657116000000002),GAINESVILLE,FL,32601,1,1,1,1,772
06077-100-050-1,06077-100-050,2019,04649 NW 24TH  BLVD,29.697099,-82.356664,POINT (-82.356664 29.697099),GAINESVILLE,FL,32605,5,18,2,7,770
06575-013-052-1,06575-013-052,2016,00352 NW 48TH  BLVD,29.656061,-82.394853,POINT (-82.394853 29.656061000000005),GAINESVILLE,FL,32607,7,33,3,6,768
08965-006-000-1,08965-006-000,2016,01639 NW 35TH  PL,,,POINT (-82.344029 29.685366000000002),GAINESVILLE,FL,32605,5,9,2,4,770
08197-003-030-1,08197-003-030,2016,01516 NE 28TH  AVE,29.677493,-82.304898,POINT (-82.304898 29.677492999999995),GAINESVILLE,FL,32609,4,12,1,2,766
06083-004-026-1,06083-004-026,2016,03109 NW 52ND  PL,,,POINT (-82.368466 29.702318),GAINESVILLE,FL,32605,5,17,2,7,770
06082-010-026-1,06082-010-026,2016,04319 NW 29TH  TER,,,POINT (-82.366871 29.693945),GAINESVILLE,FL,32605,5,18,2,7,770
06102-075-025-1,06102-075-025,2016,03826 NW 32ND  PL,29.68272,-82.381533,POINT (-82.381533 29.682720000000003),GAINESVILLE,FL,32606,6,8,3,7,769
06466-042-000-1,06466-042-000,2016,00224 NW 28TH  TER,29.654736,-82.365486,POINT (-82.365486 29.654736),GAINESVILLE,FL,32607,7,16,3,6,768
06082-010-066-1,06082-010-066,2016,04320 NW 28TH  TER,,,POINT (-82.36439 29.693922000000004),GAINESVILLE,FL,32605,5,18,2,7,770
06091-010-023-1,06091-010-023,2016,02525 NW 36TH  LN,29.686538,-82.359108,POINT (-82.35910800000002 29.686538),GAINESVILLE,FL,32605,5,18,2,7,770
10206-000-000-1,10206-000-000,2016,01604 NE 6TH  TER,29.666854,-82.318272,POINT (-82.318272 29.666854),GAINESVILLE,FL,32609,4,12,2,2,766
06067-030-143-1,06067-030-143,2016,03721 NW 43RD  PL,,,POINT (-82.378376 29.693657000000005),GAINESVILLE,FL,32605,5,17,2,7,770
10246-029-000-1,10246-029-000,2016,02034 NE 6TH  TER,,,POINT (-82.318268 29.671547000000004),GAINESVILLE,FL,32609,4,12,2,2,766
10842-001-000-1,10842-001-000,2016,01756 NE 8TH  AVE,29.659186,-82.301823,POINT (-82.301823 29.659186),GAINESVILLE,FL,32641,9,14,1,2,1082
09458-000-000-1,09458-000-000,2019,00616 NW 9TH  AVE,29.660457,-82.331514,POINT (-82.331514 29.660457),GAINESVILLE,FL,32601,1,2,4,1,772
06366-002-010-1,06366-002-010,2019,01106 NW 51ST  TER,29.662793,-82.39793,POINT (-82.39793000000002 29.662793),GAINESVILLE,FL,32605,5,35,3,6,770
08992-030-028-1,08992-030-028,2016,03416 NW 22ND  TER,29.684467,-82.355122,POINT (-82.355122 29.684467),GAINESVILLE,FL,32605,5,18,2,7,770
06490-010-017-1,06490-010-017,2016,03929 NW 7TH  PL,,,POINT (-82.384438 29.658247000000003),GAINESVILLE,FL,32607,7,27,3,6,768
06536-007-000-1,06536-007-000,2016,03956 SW 3RD  AVE,29.649575,-82.384769,POINT (-82.384769 29.649575),GAINESVILLE,FL,32607,7,33,3,6,768
10391-001-000-1,10391-001-000,2016,00630 NE 10TH  PL,29.661492,-82.317927,POINT (-82.317927 29.661492000000003),GAINESVILLE,FL,32601,1,13,4,2,772
07891-020-145-1,07891-020-145,2019,02125 NW 47TH  PL,29.698012,-82.352253,POINT (-82.352253 29.698012),GAINESVILLE,FL,32605,5,18,2,7,770
06017-035-012-1,06017-035-012,2016,06714 NW 37TH  DR,,,POINT (-82.379934 29.715990000000005),GAINESVILLE,FL,32653,10,37,2,5,1079
06432-051-000-1,06432-051-000,2016,02915 NW 14TH  PL,29.665513,-82.366224,POINT (-82.366224 29.665512999999997),GAINESVILLE,FL,32605,5,16,3,6,770
15144-000-000-2,15144-000-000,2019,00124 NW 20TH  DR,29.653417,-82.350839,POINT (-82.350839 29.653417),GAINESVILLE,FL,32603,3,16,4,6,771
09908-001-000-1,09908-001-000,2016,01043 NE 2ND  ST,29.66224,-82.323135,POINT (-82.323135 29.66224),GAINESVILLE,FL,32601,1,2,4,1,772
15110-000-000-1,15110-000-000,2016,02218 NW 1ST  AVE,,,POINT (-82.354649 29.652855),GAINESVILLE,FL,32603,3,16,4,6,771
06017-021-003-1,06017-021-003,2016,03725 NW 54TH  LN,29.70524,-82.379425,POINT (-82.379425 29.70524),GAINESVILLE,FL,32653,10,37,2,5,1079
11124-014-000-1,11124-014-000,2016,02511 NE 3RD  PL,29.654191,-82.291745,POINT (-82.291745 29.654191),GAINESVILLE,FL,32641,9,14,1,2,1082
06020-010-050-1,06020-010-050,2016,04150 NW 62ND  AVE,,,POINT (-82.386527 29.711314),GAINESVILLE,FL,32653,10,37,2,5,1079
14447-000-000-8,14447-000-000,2016,00503 NW 6TH  PL,29.657116,-82.329897,POINT (-82.329897 29.657116000000002),GAINESVILLE,FL,32601,1,1,1,1,772
06392-003-033-1,06392-003-033,2016,01523 NW 39TH  TER,,,POINT (-82.38359700000001 29.666704999999997),GAINESVILLE,FL,32605,5,35,3,6,770
07891-020-132-1,07891-020-132,2016,02010 NW 50TH  PL,29.700862,-82.349992,POINT (-82.349992 29.700862),GAINESVILLE,FL,32653,5,18,2,7,770
06082-010-032-1,06082-010-032,2016,03004 NW 44TH  PL,29.695016,-82.366973,POINT (-82.366973 29.695016),GAINESVILLE,FL,32605,5,18,2,7,770
09019-210-000-1,09019-210-000,2016,02256 NW 19TH  LN,29.67049,-82.354413,POINT (-82.354413 29.670490000000004),GAINESVILLE,FL,32605,5,8,2,4,770
06076-128-000-1,06076-128-000,2016,02648 NW 42ND  PL,29.692798,-82.362063,POINT (-82.362063 29.692798),GAINESVILLE,FL,32605,5,18,2,7,770
06014-024-090-1,06014-024-090,2016,06018 NW 29TH  TER,29.709968,-82.366348,POINT (-82.366348 29.709967999999996),GAINESVILLE,FL,32653,10,37,2,7,1079
12307-000-000-1,12307-000-000,2016,00724 NE 5TH  TER,29.658767,-82.31936,POINT (-82.31936 29.658767000000005),GAINESVILLE,FL,32601,1,13,4,2,772
05979-139-000-1,05979-139-000,2017,8791 NW 37TH  CIR,,,,GAINESVILLE,FL,32653,,,,,
05985-382-000-1,05985-382-000,2019,8748 NW 42ND  RD,,,,GAINESVILLE,FL,32653,,,,,
06077-100-033-1,06077-100-033,2016,02356 NW 45TH  LN,,,POINT (-82.356395 29.69653),GAINESVILLE,FL,32605,5,18,2,7,770
07916-041-014-1,07916-041-014,2016,04235 NW 22ND  ST,,,POINT (-82.353975 29.693484),GAINESVILLE,FL,32605,5,18,2,7,770
06579-055-071-1,06579-055-071,2016,05016 NW 1ST  PL,29.653392,-82.397033,POINT (-82.397033 29.653392000000004),GAINESVILLE,FL,32607,7,33,3,6,768
07891-020-100-1,07891-020-100,2016,04910 NW 20TH  DR,29.699578,-82.350661,POINT (-82.350661 29.699578000000002),GAINESVILLE,FL,32605,5,18,2,7,770
06436-001-021-1,06436-001-021,2016,03011 NW 9TH  PL,29.66176,-82.367537,POINT (-82.367537 29.66176),GAINESVILLE,FL,32605,5,16,3,6,770
11082-000-000-1,11082-000-000,2019,01622 NE 5TH  PL,29.656173,-82.302974,POINT (-82.302974 29.656173000000003),GAINESVILLE,FL,32641,9,14,1,2,1082
06102-610-000-1,06102-610-000,2019,03468 NW 37TH  AVE,29.688195,-82.373755,POINT (-82.373755 29.688194999999997),GAINESVILLE,FL,32605,5,8,3,7,770
08870-011-000-1,08870-011-000,2019,01906 NW 31ST  AVE,29.68123,-82.347549,POINT (-82.347549 29.681230000000003),GAINESVILLE,FL,32605,5,9,2,4,770
08554-004-000-1,08554-004-000,2019,00906 NW 36TH  RD,29.686399,-82.334094,POINT (-82.334094 29.686399),GAINESVILLE,FL,32609,4,3,2,4,766
06459-001-000-1,06459-001-000,2019,00016 NW 26TH  ST,29.652523,-82.361586,POINT (-82.361586 29.652523000000002),GAINESVILLE,FL,32607,7,16,3,6,768
06082-087-000-1,06082-087-000,2019,04000 NW 30TH  TER,29.689889,-82.367696,POINT (-82.36769600000001 29.689889000000004),GAINESVILLE,FL,32605,5,18,2,7,770
06438-027-000-1,06438-027-000,2019,01211 NW 25TH  TER,29.663114,-82.36099,POINT (-82.36099 29.663114000000004),GAINESVILLE,FL,32605,5,16,3,6,770
08197-003-095-1,08197-003-095,2019,02916 NE 17TH  DR,29.679677,-82.302989,POINT (-82.302989 29.679677),GAINESVILLE,FL,32609,4,12,1,2,766
09013-003-017-1,09013-003-017,2019,02039 NW 21ST  LN,29.671239,-82.348593,POINT (-82.34859300000001 29.671239),GAINESVILLE,FL,32605,5,8,2,4,770
06014-020-070-1,06014-020-070,2018,05620 NW 28TH  TER,29.706407,-82.364577,POINT (-82.364577 29.706407000000002),GAINESVILLE,FL,32653,10,37,2,7,1079
08450-000-000-1,08450-000-000,2019,00533 NW 30TH  AVE,29.679844,-82.330178,POINT (-82.330178 29.679844),GAINESVILLE,FL,32609,4,3,2,4,766
06525-010-000-1,06525-010-000,2019,00515 SW 41ST  ST,29.647278,-82.386965,POINT (-82.386965 29.647278),GAINESVILLE,FL,32607,7,33,3,6,768
16107-600-032-1,16107-600-032,2019,01309 SE 19TH  TER,29.638729,-82.299416,POINT (-82.29941600000001 29.638729),GAINESVILLE,FL,32641,9,5,1,2,1082
09200-009-000-1,09200-009-000,2019,02235 NW 9TH  PL,29.661255,-82.354797,POINT (-82.354797 29.661255),GAINESVILLE,FL,32605,5,16,3,6,770
06460-129-000-1,06460-129-000,2017,02401 NW 7TH  RD,29.65699,-82.359871,POINT (-82.359871 29.65699),GAINESVILLE,FL,32607,7,16,3,6,768
06015-003-080-1,06015-003-080,2019,03431 NW 67TH  AVE,29.716105,-82.373987,POINT (-82.373987 29.716105000000002),GAINESVILLE,FL,32653,10,37,2,5,1079
06528-014-000-1,06528-014-000,2019,03950 SW 1ST  AVE,29.651334,-82.384478,POINT (-82.384478 29.651334000000002),GAINESVILLE,FL,32607,7,33,3,6,768
06009-010-120-1,06009-010-120,2017,08110 NW 53RD  TER,29.72883,-82.400556,POINT (-82.400556 29.72883),GAINESVILLE,FL,32653,10,40,2,5,1079
15700-014-000-1,15700-014-000,2017,03303 SW 1ST  WAY,,,POINT (-82.327846 29.622444000000005),GAINESVILLE,FL,32601,1,15,1,1,772
05979-050-000-1,05979-050-000,2017,8562 NW 38TH  CIR,,,,GAINESVILLE,FL,32653,,,,,
06466-014-000-1,06466-014-000,2017,00016 NW 28TH  ST,29.652691,-82.364537,POINT (-82.364537 29.652690999999997),GAINESVILLE,FL,32607,7,16,3,6,768
06020-013-095-1,06020-013-095,2017,06319 NW 41ST  DR,29.712948,-82.386219,POINT (-82.386219 29.712948),GAINESVILLE,FL,32653,10,37,2,5,1079
06014-024-030-1,06014-024-030,2017,06120 NW 27TH  ST,29.710984,-82.362782,POINT (-82.362782 29.710984),GAINESVILLE,FL,32653,10,37,2,7,1079
06455-007-000-1,06455-007-000,2017,02636 NW 2ND  AVE,29.653381,-82.362711,POINT (-82.362711 29.653381),GAINESVILLE,FL,32607,7,16,3,6,768
06455-007-000-2,06455-007-000,2017,02636 NW 2ND  AVE,29.653381,-82.362711,POINT (-82.362711 29.653381),GAINESVILLE,FL,32607,7,16,3,6,768
10848-020-102-1,10848-020-102,2017,01118 NE 22ND  ST,29.662457,-82.296047,POINT (-82.296047 29.662457),GAINESVILLE,FL,32641,9,14,1,2,1082
06677-200-067-1,06677-200-067,2017,01933 SW 65TH  DR,29.634217,-82.413003,POINT (-82.413003 29.634217000000003),GAINESVILLE,FL,32608,2,45,3,12,767
06487-014-002-1,06487-014-002,2017,00734 NW 38TH  ST,29.65899,-82.380747,POINT (-82.380747 29.65899),GAINESVILLE,FL,32607,7,27,3,6,768
06484-078-000-1,06484-078-000,2017,00207 NW 36TH  DR,29.653601,-82.378255,POINT (-82.378255 29.653600999999995),GAINESVILLE,FL,32607,7,27,3,6,768
06527-008-000-1,06527-008-000,2017,00016 SW 40TH  ST,29.651702,-82.385074,POINT (-82.385074 29.651702),GAINESVILLE,FL,32607,7,33,3,6,768
08105-001-000-1,08105-001-000,2017,01012 NW 43RD  AVE,29.693383,-82.336067,POINT (-82.336067 29.693383000000004),GAINESVILLE,FL,32609,4,3,1,4,766
06364-003-001-1,06364-003-001,2017,05436 NW 9TH  LN,29.661102,-82.401283,POINT (-82.401283 29.661102),GAINESVILLE,FL,32605,5,35,3,6,770
06448-022-000-1,06448-022-000,2017,00201 NW 26TH  ST,29.6535,-82.361593,POINT (-82.361593 29.653500000000005),GAINESVILLE,FL,32607,7,16,3,6,768
10575-006-000-1,10575-006-000,2019,01506 NE 14TH  ST,29.665654,-82.307592,POINT (-82.307592 29.665654000000004),GAINESVILLE,FL,32601,1,13,4,2,772
13510-011-000-1,13510-011-000,2019,00720 NW 7TH  AVE,29.657481,-82.332322,POINT (-82.332322 29.657481),GAINESVILLE,FL,32601,1,1,1,1,772
06082-027-000-1,06082-027-000,2017,02912 NW 41ST  AVE,29.691205,-82.365714,POINT (-82.365714 29.691204999999997),GAINESVILLE,FL,32605,5,18,2,7,770
06017-013-003-1,06017-013-003,2017,03708 NW 56TH  LN,29.707134,-82.379215,POINT (-82.379215 29.707134),GAINESVILLE,FL,32653,10,37,2,5,1079
06067-020-102-1,06067-020-102,2017,04435 NW 36TH  DR,29.695678,-82.377804,POINT (-82.377804 29.695678),GAINESVILLE,FL,32605,5,17,2,7,770
06428-002-003-1,06428-002-003,2017,02816 NW 16TH  AVE,29.666824,-82.365402,POINT (-82.365402 29.666824),GAINESVILLE,FL,32605,5,8,2,6,770
15154-000-000-1,15154-000-000,2017,00105 NW 20TH  DR,29.652915,-82.350839,POINT (-82.350839 29.652915),GAINESVILLE,FL,32603,3,16,4,6,771
15758-005-000-1,15758-005-000,2017,00925 SE 11TH  AVE,29.641007,-82.314484,POINT (-82.314484 29.641007000000002),GAINESVILLE,FL,32601,1,5,1,1,772
06083-009-038-1,06083-009-038,2017,04715 NW 28TH  TER,29.698134,-82.36492,POINT (-82.36492000000001 29.698134),GAINESVILLE,FL,32605,5,18,2,7,770
15136-015-002-1,15136-015-002,2017,00021 NW 21ST  TER,29.652648,-82.35219,POINT (-82.35219 29.652648),GAINESVILLE,FL,32603,3,16,4,6,771
06083-013-082-1,06083-013-082,2017,03236 NW 47TH  PL,29.698391,-82.370537,POINT (-82.370537 29.698391000000004),GAINESVILLE,FL,32605,5,18,2,7,770
08839-000-000-1,08839-000-000,2017,03130 NW 12TH  ST,29.681325,-82.336781,POINT (-82.336781 29.681325),GAINESVILLE,FL,32609,4,3,2,4,766
06092-013-000-1,06092-013-000,2017,03610 NW 29TH  TER,29.686006,-82.366677,POINT (-82.366677 29.686006),GAINESVILLE,FL,32605,5,18,2,7,770
12539-008-000-1,12539-008-000,2017,00929 NE 6TH  AVE,29.657146,-82.314349,POINT (-82.314349 29.657146),GAINESVILLE,FL,32601,1,13,4,2,772
12539-008-000-2,12539-008-000,2017,00929 NE 6TH  AVE,29.657146,-82.314349,POINT (-82.314349 29.657146),GAINESVILLE,FL,32601,1,13,4,2,772
08761-000-000-1,08761-000-000,2017,00807 NW 31ST  AVE,29.680874,-82.333076,POINT (-82.333076 29.680874),GAINESVILLE,FL,32609,4,3,2,4,766
06020-030-074-1,06020-030-074,2017,04204 NW 59TH  AVE,29.709292,-82.387372,POINT (-82.387372 29.709292),GAINESVILLE,FL,32653,10,37,2,5,1079
06386-010-064-1,06386-010-064,2017,00904 NW 42ND  TER,,,POINT (-82.388073 29.660505),GAINESVILLE,FL,32605,5,35,3,6,770
06439-010-042-1,06439-010-042,2017,01220 NW 23RD  TER,,,POINT (-82.358922 29.662373999999996),GAINESVILLE,FL,32605,5,16,3,4,770
09206-000-000-1,09206-000-000,2017,00900 NW 20TH  ST,29.660949,-82.349344,POINT (-82.349344 29.660949),GAINESVILLE,FL,32603,3,16,4,4,771
06014-023-026-1,06014-023-026,2017,06008 NW 30TH  TER,29.709712,-82.367225,POINT (-82.367225 29.709712000000003),GAINESVILLE,FL,32653,10,37,2,7,1079
06081-003-003-1,06081-003-003,2017,03140 NW 41ST  AVE,29.691011,-82.369385,POINT (-82.36938500000001 29.691011),GAINESVILLE,FL,32605,5,18,2,7,770
06014-001-069-1,06014-001-069,2017,02356 NW 54TH  PL,29.705127,-82.357663,POINT (-82.357663 29.705127000000005),GAINESVILLE,FL,32653,10,18,2,7,1079
06091-020-076-1,06091-020-076,2017,03304 NW 25TH  TER,,,POINT (-82.358864 29.683177000000004),GAINESVILLE,FL,32605,5,18,2,7,770
06490-010-019-1,06490-010-019,2017,03915 NW 7TH  PL,29.658033,-82.384108,POINT (-82.384108 29.658033000000003),GAINESVILLE,FL,32607,7,27,3,6,768
06076-053-014-1,06076-053-014,2017,04454 VIENNA WOODS  WAY,29.695915,-82.358699,POINT (-82.358699 29.695915000000003),GAINESVILLE,FL,32605,5,18,2,7,770
10127-000-000-1,10127-000-000,2017,01716 NE 8TH  ST,29.667777,-82.315705,POINT (-82.315705 29.667777),GAINESVILLE,FL,32609,4,12,2,2,766
06075-030-025-1,06075-030-025,2017,04025 NW 35TH  ST,29.690584,-82.374752,POINT (-82.374752 29.690584000000005),GAINESVILLE,FL,32605,5,17,2,7,770
06076-500-034-1,06076-500-034,2019,02722 NW 50TH  PL,29.700585,-82.362829,POINT (-82.362829 29.700585),GAINESVILLE,FL,32605,5,18,2,7,770
05977-281-000-1,05977-281-000,2019,8588 NW 39TH  CIR,,,,GAINESVILLE,FL,32653,,,,,
06375-100-010-1,06375-100-010,2017,04626 NW 12TH  PL,29.663384,-82.392465,POINT (-82.392465 29.663384000000004),GAINESVILLE,FL,32605,5,35,3,6,770
06076-060-039-1,06076-060-039,2017,04436 NW 27TH  TER,29.695662,-82.363194,POINT (-82.36319400000001 29.695662000000002),GAINESVILLE,FL,32605,5,18,2,7,770
06677-100-038-1,06677-100-038,2017,01878 SW 65TH  DR,29.63496,-82.412598,POINT (-82.412598 29.634960000000003),GAINESVILLE,FL,32608,2,45,3,12,767
05979-161-000-1,05979-161-000,2019,9065 NW 37TH  CIR,,,,GAINESVILLE,FL,32653,,,,,
15399-000-000-1,15399-000-000,2017,02245 NW 5TH  PL,29.656259,-82.355225,POINT (-82.355225 29.656259),GAINESVILLE,FL,32603,3,16,4,6,771
07902-030-035-1,07902-030-035,2017,04626 NW 21ST  ST,29.697471,-82.35148,POINT (-82.35148 29.697471000000004),GAINESVILLE,FL,32605,5,18,2,4,770
09013-034-002-1,09013-034-002,2017,01624 NW 19TH  CIR,29.669563,-82.345015,POINT (-82.345015 29.669563),GAINESVILLE,FL,32605,5,8,2,4,770
06017-040-009-1,06017-040-009,2017,03717 NW 58TH  PL,29.707956,-82.379418,POINT (-82.379418 29.707956),GAINESVILLE,FL,32653,10,37,2,5,1079
06098-010-012-1,06098-010-012,2017,03304 NW 27TH  TER,29.683534,-82.363547,POINT (-82.363547 29.683534),GAINESVILLE,FL,32605,5,18,2,7,770
15158-000-000-1,15158-000-000,2017,00207 NW 20TH  DR,29.653607,-82.350838,POINT (-82.350838 29.653607),GAINESVILLE,FL,32603,3,16,4,6,771
06014-020-094-1,06014-020-094,2017,05620 NW 29TH  TER,29.706399,-82.366365,POINT (-82.366365 29.706399),GAINESVILLE,FL,32653,10,37,2,7,1079
07918-025-034-1,07918-025-034,2017,03927 NW 21ST  ST,29.689357,-82.351468,POINT (-82.351468 29.689357),GAINESVILLE,FL,32605,5,9,2,4,770
08629-000-000-1,08629-000-000,2017,00708 NW 24TH  AVE,29.674808,-82.33199,POINT (-82.33199000000002 29.674807999999995),GAINESVILLE,FL,32609,4,3,2,4,766
09014-006-000-1,09014-006-000,2017,01476 NW 21ST  AVE,29.672052,-82.341036,POINT (-82.341036 29.672052),GAINESVILLE,FL,32605,5,8,2,4,770
06068-003-000-1,06068-003-000,2019,03631 NW 39TH  PL,29.689499,-82.376972,POINT (-82.376972 29.689499),GAINESVILLE,FL,32605,5,17,2,7,770
06014-013-027-1,06014-013-027,2017,06434 NW 32ND  ST,29.714044,-82.36946,POINT (-82.36946 29.714044),GAINESVILLE,FL,32653,10,37,2,7,1079
06426-045-000-1,06426-045-000,2017,01926 NW 27TH  ST,29.670169,-82.362423,POINT (-82.362423 29.670168999999998),GAINESVILLE,FL,32605,5,8,2,7,770
06076-102-000-1,06076-102-000,2017,04337 NW 26TH  TER,29.694421,-82.361865,POINT (-82.361865 29.694421),GAINESVILLE,FL,32605,5,18,2,7,770
06017-030-012-1,06017-030-012,2017,06212 NW 37TH  DR,29.711626,-82.379955,POINT (-82.37995500000001 29.711626000000003),GAINESVILLE,FL,32653,10,37,2,5,1079
06014-024-079-1,06014-024-079,2017,06130 NW 29TH  ST,29.711265,-82.365467,POINT (-82.365467 29.711264999999997),GAINESVILLE,FL,32653,10,37,2,7,1079
06482-092-000-1,06482-092-000,2017,00507 NW 36TH  ST,29.655474,-82.376466,POINT (-82.376466 29.655474000000005),GAINESVILLE,FL,32607,7,27,3,6,768
06488-010-016-1,06488-010-016,2017,03637 NW 7TH  PL,29.658725,-82.377529,POINT (-82.37752900000001 29.658725000000004),GAINESVILLE,FL,32607,7,27,3,6,768
08639-000-000-1,08639-000-000,2017,00937 NW 25TH  AVE,29.675686,-82.334737,POINT (-82.334737 29.675686000000002),GAINESVILLE,FL,32609,4,3,2,4,766
06466-024-000-1,06466-024-000,2017,00415 NW 28TH  TER,29.655926,-82.366213,POINT (-82.366213 29.655926000000004),GAINESVILLE,FL,32607,7,16,3,6,768
12582-009-000-1,12582-009-000,2017,00721 NE 6TH  PL,,,POINT (-82.316528 29.657236),GAINESVILLE,FL,32601,1,13,4,2,772
09639-001-000-1,09639-001-000,2017,00906 NW 12TH  AVE,29.663015,-82.33421,POINT (-82.33421 29.663015),GAINESVILLE,FL,32601,1,2,4,4,772
06014-027-004-1,06014-027-004,2017,06423 NW 30TH  TER,29.713764,-82.367209,POINT (-82.367209 29.713764),GAINESVILLE,FL,32653,10,37,2,7,1079
06017-035-018-1,06017-035-018,2017,03707 NW 66TH  PL,29.715783,-82.378796,POINT (-82.378796 29.715783000000002),GAINESVILLE,FL,32653,10,37,2,5,1079
08876-007-000-1,08876-007-000,2019,03326 NW 19TH  ST,29.683914,-82.34741,POINT (-82.34741 29.683914000000005),GAINESVILLE,FL,32605,5,9,2,4,770
05977-335-000-1,05977-335-000,2017,8565 NW 41ST  TER,,,,GAINESVILLE,FL,32653,,,,,
06460-084-000-1,06460-084-000,2017,00505 SW 27TH  ST,29.64761,-82.36301,POINT (-82.36301000000002 29.647610000000004),GAINESVILLE,FL,32603,7,16,3,6,768
06014-026-086-1,06014-026-086,2017,06501 NW 29TH  TER,29.71405,-82.366342,POINT (-82.366342 29.71405),GAINESVILLE,FL,32653,10,37,2,7,1079
09608-000-000-1,09608-000-000,2017,00922 NW 11TH  AVE,29.662019,-82.334669,POINT (-82.334669 29.662019),GAINESVILLE,FL,32601,1,2,4,1,772
09013-024-010-1,09013-024-010,2017,01668 NW 19TH  CIR,29.671302,-82.344212,POINT (-82.34421200000001 29.671302),GAINESVILLE,FL,32605,5,8,2,4,770
06438-058-000-1,06438-058-000,2017,02609 NW 10TH  AVE,29.661204,-82.36186,POINT (-82.36186 29.661204),GAINESVILLE,FL,32605,5,16,3,6,770
10602-003-000-1,10602-003-000,2017,02201 NE 12TH  ST,29.673107,-82.310274,POINT (-82.310274 29.673107),GAINESVILLE,FL,32609,4,12,2,2,766
06082-022-000-1,06082-022-000,2017,02817 NW 41ST  PL,29.691939,-82.3645,POINT (-82.3645 29.691938999999998),GAINESVILLE,FL,32605,5,18,2,7,770
06416-027-000-1,06416-027-000,2017,03521 NW 19TH  PL,29.670362,-82.374906,POINT (-82.374906 29.670362),GAINESVILLE,FL,32605,5,8,3,6,770
16054-029-000-1,16054-029-000,2017,02232 SE 9TH  PL,29.642757,-82.294975,POINT (-82.294975 29.642757),GAINESVILLE,FL,32641,9,5,1,2,1082
08696-005-000-1,08696-005-000,2019,00701 NW 24TH  AVE,29.674803,-82.331612,POINT (-82.331612 29.674803),GAINESVILLE,FL,32609,4,3,2,4,766
06083-002-033-1,06083-002-033,2017,05007 NW 29TH  ST,29.700676,-82.365161,POINT (-82.365161 29.700676000000005),GAINESVILLE,FL,32605,5,18,2,7,770
06014-011-023-1,06014-011-023,2017,05813 NW 33RD  ST,29.708024,-82.371007,POINT (-82.371007 29.708024),GAINESVILLE,FL,32653,10,37,2,7,1079
06102-510-000-1,06102-510-000,2019,03488 NW 37TH  AVE,29.688025,-82.373781,POINT (-82.373781 29.688025),GAINESVILLE,FL,32605,5,8,3,7,770
08107-000-000-1,08107-000-000,2017,04228 NW 10TH  ST,29.693076,-82.335186,POINT (-82.335186 29.693076000000005),GAINESVILLE,FL,32609,4,3,1,4,766
06098-010-019-1,06098-010-019,2017,03122 NW 27TH  ST,29.681948,-82.362341,POINT (-82.362341 29.681948),GAINESVILLE,FL,32605,5,18,2,7,770
09013-207-002-1,09013-207-002,2017,01656 NW 22ND  CIR,29.672896,-82.344176,POINT (-82.344176 29.672896),GAINESVILLE,FL,32605,5,8,2,4,770
06014-011-044-1,06014-011-044,2017,03327 NW 58TH  PL,29.708481,-82.371681,POINT (-82.371681 29.708481000000003),GAINESVILLE,FL,32653,10,37,2,7,1079
06014-013-013-1,06014-013-013,2017,06512 NW 31ST  TER,29.714409,-82.368384,POINT (-82.368384 29.714409),GAINESVILLE,FL,32653,10,37,2,7,1079
