Parcel Unit,Parcel Number,Landlord License Year,Parcel Address,Latitude,Longitude,Location,Parcel City,Location (state),Location (zip),Zip Code Boundaries,2010 Census Tracts,Commission Districts,Gainesville Police Districts,Florida Census Zip Codes
06098-010-065-1,06098-010-065,2016,02631 NW 33RD  PL,29.683706,-82.361777,POINT (-82.361777 29.683706),GAINESVILLE,FL,32605,5,18,2,7,770
06014-024-044-1,06014-024-044,2016,06102 NW 27TH  TER,29.710461,-82.363674,POINT (-82.363674 29.710461),GAINESVILLE,FL,32653,10,37,2,7,1079
07891-020-142-1,07891-020-142,2016,02149 NW 47TH  PL,29.698033,-82.352878,POINT (-82.352878 29.698033),GAINESVILLE,FL,32605,5,18,2,7,770
06410-094-000-1,06410-094-000,2016,03741 NW 23RD  AVE,29.674051,-82.379958,POINT (-82.379958 29.674051),GAINESVILLE,FL,32605,5,8,3,6,770
06074-030-011-1,06074-030-011,2019,4175 NW 37TH  TER,29.691745,-82.378325,POINT (-82.378325 29.691745),GAINESVILLE,FL,32605,5,17,2,7,770
06355-002-000-1,06355-002-000,2019,02231 NW 55TH  ST,29.673523,-82.401512,POINT (-82.401512 29.673523),GAINESVILLE,FL,32605,5,35,3,6,770
06091-100-052-1,06091-100-052,2019,03780 NW 26TH  ST,29.687532,-82.360353,POINT (-82.360353 29.687532000000004),GAINESVILLE,FL,32605,5,18,2,7,770
15773-000-000-1,15773-000-000,2019,00838 SE 10TH  TER,29.643539,-82.312331,POINT (-82.312331 29.643539),GAINESVILLE,FL,32601,1,5,1,1,772
06015-250-016-1,06015-250-016,2016,03437 NW 63RD  PL,29.71274,-82.373813,POINT (-82.373813 29.712739999999997),GAINESVILLE,FL,32653,10,37,2,5,1079
09106-000-000-1,09106-000-000,2016,01705 NW 12TH  RD,29.663879,-82.344252,POINT (-82.344252 29.663879),GAINESVILLE,FL,32605,5,16,4,4,770
08197-007-062-1,08197-007-062,2016,02915 NE 18TH  DR,29.679977,-82.301222,POINT (-82.301222 29.679977000000004),GAINESVILLE,FL,32609,4,12,1,2,766
06536-009-000-1,06536-009-000,2016,03936 SW 3RD  AVE,29.649574,-82.38404,POINT (-82.38404 29.649574),GAINESVILLE,FL,32607,7,33,3,6,768
06014-020-037-1,06014-020-037,2016,05526 NW 26TH  TER,29.705616,-82.361917,POINT (-82.361917 29.705616000000003),GAINESVILLE,FL,32653,10,37,2,7,1079
15802-003-000-1,15802-003-000,2016,00914 SE 11TH  ST,29.642936,-82.311598,POINT (-82.311598 29.642936000000002),GAINESVILLE,FL,32601,9,5,1,1,1082
06537-025-000-1,06537-025-000,2016,04129 SW 2ND  AVE,29.650475,-82.387996,POINT (-82.387996 29.650475000000004),GAINESVILLE,FL,32607,7,33,3,6,768
06579-055-103-1,06579-055-103,2016,04961 NW 1ST  PL,29.652939,-82.396506,POINT (-82.396506 29.652939),GAINESVILLE,FL,32607,7,33,3,6,768
07929-118-048-1,07929-118-048,2016,04147 NW 16TH  TER,29.691703,-82.343773,POINT (-82.343773 29.691703),GAINESVILLE,FL,32605,5,9,2,4,770
13588-000-000-1,13588-000-000,2016,00517 NW 8TH  ST,29.656182,-82.332915,POINT (-82.332915 29.656182000000005),GAINESVILLE,FL,32601,1,1,1,1,772
06095-050-016-1,06095-050-016,2016,02611 NW 32ND  ST,29.676601,-82.369674,POINT (-82.369674 29.676601),GAINESVILLE,FL,32605,5,8,2,7,770
06363-100-020-1,06363-100-020,2016,01219 NW 55TH  ST,29.663733,-82.401529,POINT (-82.40152900000001 29.663733),GAINESVILLE,FL,32605,5,35,3,6,770
09842-000-000-1,09842-000-000,2016,00227 NW 15TH  AVE,29.665703,-82.327628,POINT (-82.327628 29.665703),GAINESVILLE,FL,32601,1,2,4,1,772
12619-000-000-1,12619-000-000,2016,00619 NE 6TH  AVE,29.656908,-82.317973,POINT (-82.317973 29.656908),GAINESVILLE,FL,32601,1,13,4,2,772
06399-011-000-1,06399-011-000,2016,01702 NW 38TH  TER,29.667838,-82.381574,POINT (-82.381574 29.667838),GAINESVILLE,FL,32605,5,35,3,6,770
07916-043-045-1,07916-043-045,2016,02225 NW 44TH  PL,29.695199,-82.354623,POINT (-82.354623 29.695199000000002),GAINESVILLE,FL,32605,5,18,2,7,770
06573-048-001-1,06573-048-001,2019,04801 NW 2ND  PL,29.654726,-82.395008,POINT (-82.395008 29.654725999999997),GAINESVILLE,FL,32607,7,33,3,6,768
06536-002-000-1,06536-002-000,2019,03915 SW 2ND  AVE,29.650481,-82.383426,POINT (-82.383426 29.650481),GAINESVILLE,FL,32607,7,33,3,6,768
09004-068-000-1,09004-068-000,2016,02813 NW 21ST  TER,29.678077,-82.351985,POINT (-82.351985 29.678077),GAINESVILLE,FL,32605,5,8,2,4,770
07891-010-043-1,07891-010-043,2016,04852 NW 21ST  DR,29.698145,-82.353051,POINT (-82.353051 29.698145000000004),GAINESVILLE,FL,32605,5,18,2,7,770
09038-000-000-1,09038-000-000,2016,01404 NW 11TH  RD,29.662537,-82.340534,POINT (-82.340534 29.662537),GAINESVILLE,FL,32605,5,16,4,4,770
09020-007-000-1,09020-007-000,2019,01417 NW 17TH  ST,29.665723,-82.34443,POINT (-82.34443 29.665723000000003),GAINESVILLE,FL,32605,5,16,4,4,770
06014-026-083-1,06014-026-083,2016,06518 NW 29TH  ST,29.71459,-82.365482,POINT (-82.365482 29.714590000000005),GAINESVILLE,FL,32653,10,37,2,7,1079
15422-000-000-1,15422-000-000,2016,02124 NW 7TH  PL,29.658935,-82.352246,POINT (-82.352246 29.658935),GAINESVILLE,FL,32603,3,16,4,6,771
15600-014-000-1,15600-014-000,2016,01066 SW 11TH  TER,29.640952,-82.33699,POINT (-82.33699 29.640952),GAINESVILLE,FL,32601,1,11,1,1,772
10162-000-000-1,10162-000-000,2019,02101 NE 8TH  ST,29.671772,-82.315711,POINT (-82.315711 29.671772),GAINESVILLE,FL,32609,4,12,2,2,766
06014-026-054-1,06014-026-054,2019,06511 NW 28TH  TER,29.714313,-82.364581,POINT (-82.364581 29.714313000000004),GAINESVILLE,FL,32653,10,37,2,7,1079
06014-020-051-1,06014-020-051,2016,05515 NW 27TH  TER,29.70539,-82.363669,POINT (-82.363669 29.70539),GAINESVILLE,FL,32653,10,37,2,7,1079
06108-005-002-1,06108-005-002,2016,04028 NW 23RD  CIR,29.677285,-82.382844,POINT (-82.382844 29.677285),GAINESVILLE,FL,32606,5,8,3,6,770
06082-112-000-1,06082-112-000,2019,02927 NW 41ST  PL,29.691889,-82.366182,POINT (-82.366182 29.691889),GAINESVILLE,FL,32605,5,18,2,7,770
07930-000-000-1,07930-000-000,2016,04110 NW 19TH  ST,29.690799,-82.3473,POINT (-82.3473 29.690799000000002),GAINESVILLE,FL,32605,5,9,2,4,770
06579-054-053-1,06579-054-053,2016,00310 NW 50TH  BLVD,29.655356,-82.396499,POINT (-82.39649900000002 29.655356),GAINESVILLE,FL,32607,7,33,3,6,768
08231-005-001-1,08231-005-001,2016,03827 NE 14TH  DR,29.687857,-82.306745,POINT (-82.306745 29.687857000000005),GAINESVILLE,FL,32609,4,12,1,2,766
06076-200-002-1,06076-200-002,2016,02522 NW 49TH  PL,29.699868,-82.359466,POINT (-82.359466 29.699868),GAINESVILLE,FL,32605,5,18,2,7,770
06095-020-021-1,06095-020-021,2016,02911 NW 32ND  ST,29.679832,-82.369538,POINT (-82.369538 29.679832),GAINESVILLE,FL,32605,5,8,2,7,770
06105-087-000-1,06105-087-000,2016,02426 NW 37TH  TER,29.675468,-82.379344,POINT (-82.379344 29.675468),GAINESVILLE,FL,32605,5,8,3,7,770
06091-020-085-1,06091-020-085,2016,03207 NW 25TH  TER,29.682354,-82.35894,POINT (-82.35894000000002 29.682354),GAINESVILLE,FL,32605,5,18,2,7,770
06014-012-004-1,06014-012-004,2016,06122 NW 33RD  TER,29.711059,-82.371734,POINT (-82.371734 29.711059),GAINESVILLE,FL,32653,10,37,2,7,1079
06579-055-065-1,06579-055-065,2018,04934 NW 1ST  PL,29.653512,-82.395822,POINT (-82.395822 29.653512),GAINESVILLE,FL,32607,7,33,3,6,768
09052-000-000-1,09052-000-000,2016,01639 NW 11TH  RD,29.662846,-82.343818,POINT (-82.343818 29.662846000000002),GAINESVILLE,FL,32605,5,16,4,4,770
06095-007-004-1,06095-007-004,2016,03130 NW 31ST  BLVD,29.682394,-82.37039,POINT (-82.37039 29.682394),GAINESVILLE,FL,32605,5,8,2,7,770
08428-000-000-1,08428-000-000,2016,00517 NW 28TH  AVE,29.677993,-82.329534,POINT (-82.329534 29.677993),GAINESVILLE,FL,32609,4,3,2,4,766
15298-000-000-1,15298-000-000,2016,01811 NW 6TH  AVE,29.656685,-82.346641,POINT (-82.346641 29.656685000000003),GAINESVILLE,FL,32603,3,16,4,1,771
06366-300-017-1,06366-300-017,2019,05128 NW 16TH  PL,29.667239,-82.398221,POINT (-82.398221 29.667239),GAINESVILLE,FL,32605,5,35,3,6,770
06006-067-226-1,06006-067-226,2016,05188 NW 80TH  RD,29.727882,-82.397475,POINT (-82.397475 29.727881999999997),GAINESVILLE,FL,32653,10,40,2,5,1079
06571-043-049-1,06571-043-049,2016,00349 NW 48TH  BLVD,29.655723,-82.394857,POINT (-82.39485700000002 29.655722999999995),GAINESVILLE,FL,32607,7,33,3,6,768
10519-013-000-1,10519-013-000,2016,01016 NE 15TH  PL,29.665571,-82.313471,POINT (-82.313471 29.665571),GAINESVILLE,FL,32601,1,13,4,2,772
15297-000-000-1,15297-000-000,2019,01803 NW 6TH  AVE,29.65668,-82.346251,POINT (-82.34625100000001 29.65668),GAINESVILLE,FL,32603,3,16,4,1,771
07891-030-255-1,07891-030-255,2016,05066 NW 22ND  ST,29.700998,-82.354199,POINT (-82.354199 29.700998),GAINESVILLE,FL,32605,5,18,2,7,770
06066-026-000-1,06066-026-000,2016,05219 NW 34TH  TER,29.702928,-82.372926,POINT (-82.372926 29.702927999999996),GAINESVILLE,FL,32605,5,17,2,7,770
06067-050-253-1,06067-050-253,2016,04368 NW 34TH  DR,29.694703,-82.37387,POINT (-82.37387 29.694703),GAINESVILLE,FL,32605,5,17,2,7,770
06083-002-020-1,06083-002-020,2016,05031 NW 28TH  TER,29.701297,-82.36434,POINT (-82.36434 29.701297),GAINESVILLE,FL,32605,5,18,2,7,770
15699-002-000-1,15699-002-000,2019,00901 SW 21ST  AVE,29.632141,-82.334023,POINT (-82.334023 29.632141),GAINESVILLE,FL,32601,2,15,1,1,772
12059-001-000-1,12059-001-000,2019,00811 SE 6TH  AVE,29.646378,-82.315997,POINT (-82.315997 29.646378),GAINESVILLE,FL,32601,1,5,1,1,772
06083-008-025-1,06083-008-025,2016,04914 NW 30TH  TER,29.700004,-82.367613,POINT (-82.367613 29.700004),GAINESVILLE,FL,32605,5,18,2,7,770
09023-001-004-1,09023-001-004,2016,01518 NW 19TH  ST,29.666286,-82.347672,POINT (-82.347672 29.666286000000003),GAINESVILLE,FL,32605,5,16,4,4,770
09182-000-000-1,09182-000-000,2016,02048 NW 8TH  PL,29.659888,-82.351238,POINT (-82.351238 29.659888000000002),GAINESVILLE,FL,32603,3,16,4,6,771
06579-055-076-1,06579-055-076,2016,05036 NW 1ST  PL,29.653396,-82.397037,POINT (-82.397037 29.653396),GAINESVILLE,FL,32607,7,33,3,6,768
06076-300-024-1,06076-300-024,2016,02612 NW 45TH  PL,29.696454,-82.360964,POINT (-82.360964 29.696454000000003),GAINESVILLE,FL,32605,5,18,2,7,770
06410-067-000-1,06410-067-000,2016,03721 NW 21ST  PL,29.672509,-82.380296,POINT (-82.380296 29.672509),GAINESVILLE,FL,32605,5,8,3,6,770
06534-001-000-1,06534-001-000,2016,00308 SW 40TH  ST,29.649392,-82.385065,POINT (-82.38506500000001 29.649392000000002),GAINESVILLE,FL,32607,7,33,3,6,768
14443-000-000-1,14443-000-000,2016,00414 NW 6TH  AVE,29.65648,-82.32931,POINT (-82.32931 29.65648),GAINESVILLE,FL,32601,1,1,1,1,772
08201-003-000-1,08201-003-000,2016,02721 NE 11TH  TER,29.677326,-82.311316,POINT (-82.311316 29.677326000000004),GAINESVILLE,FL,32609,4,12,2,2,766
11845-001-000-1,11845-001-000,2019,00421 SE 12TH  ST,29.647379,-82.310579,POINT (-82.310579 29.647379),GAINESVILLE,FL,32641,9,5,1,1,1082
06023-040-025-1,06023-040-025,2016,04316 NW 58TH  AVE,29.707633,-82.389554,POINT (-82.389554 29.707633),GAINESVILLE,FL,32653,10,40,2,5,1079
15997-002-000-1,15997-002-000,2016,01221 SE 22ND  AVE,29.631826,-82.310268,POINT (-82.310268 29.631826),GAINESVILLE,FL,32641,9,5,1,1,1082
10394-000-000-1,10394-000-000,2016,00644 NE 10TH  PL,29.661494,-82.317548,POINT (-82.317548 29.661494000000005),GAINESVILLE,FL,32601,1,13,4,2,772
09014-005-000-1,09014-005-000,2016,01418 NW 21ST  AVE,29.672051,-82.340694,POINT (-82.340694 29.672051),GAINESVILLE,FL,32605,5,8,2,4,770
06363-100-005-1,06363-100-005,2016,01213 NW 55TH  ST,29.663734,-82.401529,POINT (-82.40152900000001 29.663734),GAINESVILLE,FL,32605,5,35,3,6,770
06577-023-039-1,06577-023-039,2016,00339 NW 50TH  BLVD,29.655076,-82.396231,POINT (-82.396231 29.655076),GAINESVILLE,FL,32607,7,33,3,6,768
06466-044-000-1,06466-044-000,2019,00316 NW 28TH  TER,29.655414,-82.365741,POINT (-82.36574100000001 29.655414000000004),GAINESVILLE,FL,32607,7,16,3,6,768
15320-000-000-1,15320-000-000,2016,01526 NW 7TH  PL,29.658472,-82.3428,POINT (-82.3428 29.658472),GAINESVILLE,FL,32603,3,16,4,1,771
09110-000-000-1,09110-000-000,2016,01821 NW 12TH  RD,29.663883,-82.346332,POINT (-82.346332 29.663883),GAINESVILLE,FL,32605,5,16,4,4,770
06076-500-017-1,06076-500-017,2016,05014 NW 27TH  DR,29.700874,-82.363543,POINT (-82.363543 29.700874),GAINESVILLE,FL,32605,5,18,2,7,770
06466-037-000-1,06466-037-000,2016,00102 NW 28TH  TER,29.653121,-82.365502,POINT (-82.365502 29.653121),GAINESVILLE,FL,32607,7,16,3,6,768
10522-003-000-1,10522-003-000,2016,01316 NE 9TH  ST,29.663849,-82.314794,POINT (-82.314794 29.663848999999995),GAINESVILLE,FL,32601,1,13,4,2,772
06068-037-000-1,06068-037-000,2016,03658 NW 39TH  AVE,29.688667,-82.377723,POINT (-82.377723 29.688667000000002),GAINESVILLE,FL,32605,5,8,2,7,770
06522-002-000-1,06522-002-000,2016,03716 SW 4TH  PL,29.648169,-82.379294,POINT (-82.379294 29.648169),GAINESVILLE,FL,32607,7,33,3,6,768
06006-067-216-1,06006-067-216,2016,07949 NW 51ST  WAY,29.727429,-82.396405,POINT (-82.396405 29.727429),GAINESVILLE,FL,32653,10,40,2,5,1079
15147-000-000-1,15147-000-000,2019,00102 NW 20TH  DR,29.652837,-82.350839,POINT (-82.350839 29.652837),GAINESVILLE,FL,32603,3,16,4,6,771
15348-000-000-1,15348-000-000,2016,01618 NW 6TH  AVE,29.656663,-82.34384,POINT (-82.34384 29.656663000000005),GAINESVILLE,FL,32603,3,16,4,1,771
07917-100-005-1,07917-100-005,2016,01624 NW 43RD  AVE,29.693662,-82.344,POINT (-82.344 29.693662),GAINESVILLE,FL,32605,5,9,2,4,770
14446-000-000-2,14446-000-000,2016,00527 NW 6TH  PL,29.657115,-82.33011,POINT (-82.33011 29.657115000000005),GAINESVILLE,FL,32601,1,1,1,1,772
06017-020-018-1,06017-020-018,2016,03737 NW 53RD  RD,29.70462,-82.379723,POINT (-82.379723 29.704620000000002),GAINESVILLE,FL,32653,10,37,2,5,1079
06017-030-015-1,06017-030-015,2016,03733 NW 62ND  PL,29.711409,-82.379821,POINT (-82.379821 29.711409000000003),GAINESVILLE,FL,32653,10,37,2,5,1079
10918-002-000-1,10918-002-000,2016,02137 NE 7TH  AVE,29.657899,-82.296253,POINT (-82.296253 29.657899),GAINESVILLE,FL,32641,9,14,1,2,1082
08621-000-000-1,08621-000-000,2016,00701 NW 25TH  AVE,29.675674,-82.331781,POINT (-82.331781 29.675673999999997),GAINESVILLE,FL,32609,4,3,2,4,766
16050-012-000-1,16050-012-000,2019,02445 SE 10TH  AVE,29.642317,-82.292023,POINT (-82.292023 29.642316999999995),GAINESVILLE,FL,32641,9,5,1,8,1082
09602-000-000-1,09602-000-000,2019,00921 NW 12TH  AVE,29.663008,-82.33466,POINT (-82.33466 29.663008000000005),GAINESVILLE,FL,32601,1,2,4,4,772
15699-059-023-1,15699-059-023,2016,01110 SW 20TH  PL,29.63335,-82.336285,POINT (-82.336285 29.633350000000004),GAINESVILLE,FL,32601,1,15,1,3,772
06579-054-046-1,06579-054-046,2016,00338 NW 50TH  BLVD,29.655847,-82.396595,POINT (-82.396595 29.655847000000005),GAINESVILLE,FL,32607,7,33,3,6,768
06364-003-026-1,06364-003-026,2016,05339 NW 9TH  LN,29.661265,-82.400154,POINT (-82.400154 29.661265),GAINESVILLE,FL,32605,5,35,3,6,770
09593-000-000-1,09593-000-000,2016,01125 NW 13TH  AVE,29.663959,-82.336941,POINT (-82.336941 29.663959),GAINESVILLE,FL,32601,1,2,4,4,772
09138-006-000-1,09138-006-000,2016,01122 NW 22ND  ST,29.663216,-82.353637,POINT (-82.353637 29.663216),GAINESVILLE,FL,32605,5,16,3,6,770
06108-004-002-1,06108-004-002,2016,04008 NW 23RD  CIR,29.676741,-82.382553,POINT (-82.38255300000002 29.676741),GAINESVILLE,FL,32606,5,8,3,6,770
09580-000-000-1,09580-000-000,2016,01115 NW 14TH  AVE,29.664831,-82.336591,POINT (-82.336591 29.664831),GAINESVILLE,FL,32601,1,2,4,4,772
06015-120-041-1,06015-120-041,2016,03611 NW 61ST  LN,29.71113,-82.376845,POINT (-82.376845 29.71113),GAINESVILLE,FL,32653,10,37,2,5,1079
06438-033-000-1,06438-033-000,2016,02619 NW 12TH  AVE,29.662844,-82.362184,POINT (-82.362184 29.662844),GAINESVILLE,FL,32605,5,16,3,6,770
06528-041-000-1,06528-041-000,2016,03920 SW 2ND  AVE,29.650482,-82.38355,POINT (-82.38355000000001 29.650481999999997),GAINESVILLE,FL,32607,7,33,3,6,768
08554-013-000-1,08554-013-000,2016,01125 NW 36TH  RD,29.686701,-82.336566,POINT (-82.336566 29.686701),GAINESVILLE,FL,32609,4,3,2,4,766
08990-001-003-1,08990-001-003,2016,01964 NW 36TH  AVE,29.685731,-82.349228,POINT (-82.349228 29.685731),GAINESVILLE,FL,32605,5,9,2,4,770
06397-035-000-1,06397-035-000,2019,04004 NW 14TH  PL,29.66574,-82.386104,POINT (-82.386104 29.66574),GAINESVILLE,FL,32605,5,35,3,6,770
06579-053-030-1,06579-053-030,2016,00452 NW 50TH  BLVD,29.656835,-82.3964,POINT (-82.3964 29.656835000000004),GAINESVILLE,FL,32607,7,33,3,6,768
09612-009-000-1,09612-009-000,2016,00828 NW 10TH  AVE,29.661168,-82.333881,POINT (-82.333881 29.661168),GAINESVILLE,FL,32601,1,2,4,1,772
11868-000-000-1,11868-000-000,2016,01246 SE 7TH  AVE,29.645783,-82.308941,POINT (-82.308941 29.645783000000005),GAINESVILLE,FL,32641,9,5,1,1,1082
06427-010-000-1,06427-010-000,2016,01809 NW 24TH  ST,29.669377,-82.359227,POINT (-82.359227 29.669377000000004),GAINESVILLE,FL,32605,5,8,2,6,770
13743-000-000-1,13743-000-000,2019,00322 NW 8TH  ST,29.65456,-82.332932,POINT (-82.332932 29.654560000000004),GAINESVILLE,FL,32601,1,1,1,1,772
09207-000-000-1,09207-000-000,2019,00920 NW 20TH  ST,29.661375,-82.349384,POINT (-82.349384 29.661374999999996),GAINESVILLE,FL,32605,3,16,4,4,771
09207-000-000-2,09207-000-000,2019,00920 NW 20TH  ST,29.661375,-82.349384,POINT (-82.349384 29.661374999999996),GAINESVILLE,FL,32605,3,16,4,4,771
08201-100-000-1,08201-100-000,2016,02322 NE 11TH  TER,29.674571,-82.311317,POINT (-82.311317 29.674571),GAINESVILLE,FL,32609,4,12,2,2,766
09824-000-000-1,09824-000-000,2016,01523 NW 4TH  ST,29.666401,-82.328761,POINT (-82.328761 29.666400999999997),GAINESVILLE,FL,32601,1,2,4,1,772
08851-000-000-1,08851-000-000,2016,03166 NW 12TH  TER,29.681811,-82.337629,POINT (-82.337629 29.681811000000003),GAINESVILLE,FL,32609,4,3,2,4,766
15306-000-000-1,15306-000-000,2019,01712 NW 5TH  AVE,29.655812,-82.345121,POINT (-82.345121 29.655811999999997),GAINESVILLE,FL,32603,3,16,4,1,771
08992-010-014-1,08992-010-014,2016,02261 NW 38TH  AVE,29.687937,-82.354151,POINT (-82.354151 29.687937),GAINESVILLE,FL,32605,5,18,2,7,770
10149-000-000-1,10149-000-000,2016,02101 NE 7TH  TER,29.671905,-82.316513,POINT (-82.316513 29.671905),GAINESVILLE,FL,32609,4,12,2,2,766
12400-000-000-1,12400-000-000,2016,00609 NE 6TH  ST,29.657209,-82.31854,POINT (-82.31854 29.657209),GAINESVILLE,FL,32601,1,13,4,2,772
12400-000-000-2,12400-000-000,2016,00609 NE 6TH  ST,29.657209,-82.31854,POINT (-82.31854 29.657209),GAINESVILLE,FL,32601,1,13,4,2,772
06007-011-014-1,06007-011-014,2016,07050 NW 52ND  TER,29.719994,-82.39987,POINT (-82.39987 29.719993999999996),GAINESVILLE,FL,32653,10,40,2,5,1079
08203-090-000-1,08203-090-000,2016,02915 NE 12TH  ST,29.679388,-82.310463,POINT (-82.31046300000001 29.679388000000003),GAINESVILLE,FL,32609,4,12,1,2,766
06576-024-018-1,06576-024-018,2016,00418 NW 48TH  BLVD,29.656446,-82.394814,POINT (-82.39481400000001 29.656446),GAINESVILLE,FL,32607,7,33,3,6,768
09737-000-000-1,09737-000-000,2016,01423 NW 8TH  ST,29.665523,-82.333016,POINT (-82.333016 29.665523),GAINESVILLE,FL,32601,1,2,4,4,772
09018-072-000-1,09018-072-000,2016,01606 NW 22ND  ST,29.666946,-82.352816,POINT (-82.352816 29.666945999999996),GAINESVILLE,FL,32605,5,8,2,4,770
15699-059-030-1,15699-059-030,2016,01111 SW 19TH  PL,29.634233,-82.336264,POINT (-82.336264 29.634233),GAINESVILLE,FL,32601,1,15,1,3,772
09325-000-000-1,09325-000-000,2016,00618 NW 21ST  AVE,29.671886,-82.33143,POINT (-82.33143 29.671886),GAINESVILLE,FL,32609,4,2,4,4,766
06017-032-004-1,06017-032-004,2016,06333 NW 37TH  TER,29.71261,-82.379085,POINT (-82.37908500000002 29.712609999999998),GAINESVILLE,FL,32653,10,37,2,5,1079
06397-066-000-1,06397-066-000,2016,04101 NW 13TH  PL,29.664924,-82.38698,POINT (-82.38698 29.664924),GAINESVILLE,FL,32605,5,35,3,6,770
10521-010-000-1,10521-010-000,2016,01050 NE 13TH  PL,29.663739,-82.312448,POINT (-82.312448 29.663739),GAINESVILLE,FL,32601,1,13,4,2,772
07891-010-012-1,07891-010-012,2016,02148 NW 50TH  PL,29.700888,-82.352734,POINT (-82.352734 29.700887999999996),GAINESVILLE,FL,32605,5,18,2,7,770
09241-009-000-1,09241-009-000,2016,02239 NW 14TH  AVE,29.664819,-82.354838,POINT (-82.354838 29.664819),GAINESVILLE,FL,32605,5,16,3,4,770
09607-001-000-1,09607-001-000,2016,00928 NW 11TH  AVE,29.662018,-82.334914,POINT (-82.334914 29.662018000000003),GAINESVILLE,FL,32601,1,2,4,1,772
07902-030-054-1,07902-030-054,2016,04527 NW 20TH  DR,29.696537,-82.350663,POINT (-82.350663 29.696537),GAINESVILLE,FL,32605,5,18,2,4,770
06015-250-013-1,06015-250-013,2016,03428 NW 63RD  PL,29.712703,-82.373717,POINT (-82.37371700000001 29.712703000000005),GAINESVILLE,FL,32653,10,37,2,5,1079
06383-035-003-1,06383-035-003,2018,04714 NW 19TH  PL,29.670155,-82.393551,POINT (-82.393551 29.670155),GAINESVILLE,FL,32605,5,35,3,6,770
13510-010-000-1,13510-010-000,2016,00706 NW 7TH  AVE,29.657478,-82.332146,POINT (-82.332146 29.657478),GAINESVILLE,FL,32601,1,1,1,1,772
09947-009-000-1,09947-009-000,2016,01617 NW 10TH  TER,29.667162,-82.3358,POINT (-82.33580000000002 29.667161999999998),GAINESVILLE,FL,32609,4,2,4,4,766
06373-000-000-1,06373-000-000,2016,00000 NW 50th  WAY,,,,GAINESVILLE,FL,32605,,,,,
06539-107-004-1,06539-107-004,2016,05421 SW 4TH  PL,29.648271,-82.401428,POINT (-82.401428 29.648271),GAINESVILLE,FL,32607,7,33,3,12,768
06014-020-023-1,06014-020-023,2016,05610 NW 26TH  ST,29.706165,-82.361002,POINT (-82.361002 29.706165),GAINESVILLE,FL,32653,10,37,2,7,1079
07891-030-237-1,07891-030-237,2016,02236 NW 52ND  PL,29.702677,-82.35437,POINT (-82.35437 29.702677000000005),GAINESVILLE,FL,32605,5,18,2,7,770
07918-025-047-1,07918-025-047,2019,04120 NW 21ST  ST,29.691705,-82.351449,POINT (-82.351449 29.691704999999995),GAINESVILLE,FL,32605,5,9,2,4,770
16106-051-000-1,16106-051-000,2016,01611 SE 12TH  PL,29.639538,-82.30405,POINT (-82.30405 29.639538),GAINESVILLE,FL,32641,9,5,1,1,1082
06020-012-079-1,06020-012-079,2016,05935 NW 38TH  TER,29.709868,-82.380937,POINT (-82.380937 29.709868000000004),GAINESVILLE,FL,32653,10,37,2,5,1079
06068-030-000-1,06068-030-000,2016,03657 NW 40TH  PL,,,POINT (-82.377655 29.690306),GAINESVILLE,FL,32605,5,17,2,7,770
14447-000-000-7,14447-000-000,2016,00503 NW 6TH  PL,29.657116,-82.329897,POINT (-82.329897 29.657116000000002),GAINESVILLE,FL,32601,1,1,1,1,772
12465-000-000-1,12465-000-000,2016,00926 NE 7TH  PL,29.658577,-82.313944,POINT (-82.313944 29.658577),GAINESVILLE,FL,32601,1,13,4,2,772
08986-027-000-1,08986-027-000,2016,01817 NW 34TH  PL,29.684535,-82.346389,POINT (-82.346389 29.684534999999997),GAINESVILLE,FL,32605,5,9,2,4,770
06067-050-275-1,06067-050-275,2016,04333 NW 34TH  DR,29.694088,-82.37387,POINT (-82.37387 29.694087999999997),GAINESVILLE,FL,32605,5,17,2,7,770
07918-025-040-1,07918-025-040,2019,04000 NW 21ST  ST,29.689757,-82.351462,POINT (-82.351462 29.689756999999997),GAINESVILLE,FL,32605,5,9,2,4,770
06076-053-007-1,06076-053-007,2019,04468 VIENNA WOODS  WAY,29.695638,-82.358177,POINT (-82.358177 29.695638000000002),GAINESVILLE,FL,32605,5,18,2,7,770
10623-002-000-1,10623-002-000,2019,02209 NE 9TH  ST,29.67333,-82.3148,POINT (-82.3148 29.67333),GAINESVILLE,FL,32609,4,12,2,2,766
05985-407-000-1,05985-407-000,2019,8566 NW 42ND  ST,,,,GAINESVILLE,FL,32653,,,,,
09003-005-047-1,09003-005-047,2016,02261 NW 24TH  AVE,,,POINT (-82.354508 29.674983),GAINESVILLE,FL,32605,5,8,2,4,770
10625-065-000-1,10625-065-000,2016,02102 NE 15TH  TER,29.672341,-82.30492,POINT (-82.30492 29.672341),GAINESVILLE,FL,32609,4,12,1,2,766
08376-000-000-1,08376-000-000,2019,00310 NW 36TH  AVE,29.685477,-82.327929,POINT (-82.327929 29.685477000000002),GAINESVILLE,FL,32609,4,3,2,4,766
07915-005-034-1,07915-005-034,2016,04415 NW 20TH  DR,29.69539,-82.350604,POINT (-82.350604 29.69539),GAINESVILLE,FL,32605,5,9,2,4,770
10340-000-000-1,10340-000-000,2016,00300 NE 9TH  AVE,29.660089,-82.322414,POINT (-82.322414 29.660089000000003),GAINESVILLE,FL,32601,1,13,4,1,772
